,player_name,player_url,teams,matches_played,runs_scored,hundreds,fifties,wickets,economy_rate,five_wicket_hauls,player_country,player_image,player_role,player_DOB,player_bat_hand,player_bowl_hand
0,Abdur Razzak,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3180,Royal Challengers Bangalore,1,0,0,0,0,14.5,0,Bangladesh,https://h.cricapi.com/img/players/f0258005-d781-4ed1-ac1c-f7ca68f49a01.jpg,Bowler,15-06-1982,Left,Left
1,Ajit Agarkar,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2159,"Kolkata Knight Riders, Delhi Capitals",42,179,0,0,29,8.83,0,India,https://h.cricapi.com/img/players/34eb65c1-fe45-42ec-93e1-083ecde77e10.jpg,Bowler,04-12-1977,Right,Right
2,Balachandra Akhil,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4131,"Royal Challengers Bangalore, Kochi Tuskers Kerala",15,76,0,0,6,7.72,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,07-10-1977,Right,Right
3,Palani Amarnath,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4138,Chennai Super Kings,6,0,0,0,7,10.73,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,01-06-1982,Right,Right
4,Srikkanth Anirudha,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4136,"Chennai Super Kings, Sunrisers Hyderabad",20,136,0,1,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,14-04-1987,Right,Right
5,Jagadeesh Arunkumar,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4170,Royal Challengers Bangalore,3,23,0,0,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,18-01-1975,Right,Right
6,Swapnil Asnodkar,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4146,Rajasthan Royals,20,423,0,2,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,29-03-1984,Right,Right
7,Subramaniam Badrinath,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3608,Chennai Super Kings,95,1441,0,11,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,30-08-1980,Right,Right
8,Lakshmipathy Balaji,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3057,"Chennai Super Kings, Kolkata Knight Riders, Punjab Kings",73,36,0,0,76,8.04,1,India,https://h.cricapi.com/img/players/985063a8-34f4-4b4f-af0e-affb83341ebe.jpg,Bowler,27-09-1981,Right,Right
9,Sanjay Bangar,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2999,"Deccan Chargers, Kolkata Knight Riders",12,49,0,0,4,8.76,0,India,https://h.cricapi.com/img/players/b27e98f1-5445-4683-8a5d-0e86ff740ba0.jpg,Batting Allrounder,11-10-1972,Right,Right
10,Rajat Bhatia,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4054,"Delhi Capitals, Kolkata Knight Riders, Rajasthan Royals, Rising Pune Supergiant",95,342,0,0,71,7.33,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowling Allrounder,22-10-1979,Right,Right
11,Mark Boucher,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2116,"Royal Challengers Bangalore, Kolkata Knight Riders",31,394,0,1,0,0.0,0,South Africa,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,WK-Batsman,03-12-1976,Right,Right
12,Dwayne Bravo,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3166,"Mumbai Indians, Chennai Super Kings, Gujarat Lions",161,1560,0,5,183,8.39,0,West Indies,https://h.cricapi.com/img/players/47454348-36f5-417b-8af6-090065a5895c.jpg,Batting Allrounder,07-10-1983,Right,Right
13,Shivnarine Chanderpaul,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=1979,Royal Challengers Bangalore,3,25,0,0,0,0.0,0,West Indies,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,16-08-1974,Left,Right
14,Piyush Chawla,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3351,"Punjab Kings, Kolkata Knight Riders, Chennai Super Kings, Mumbai Indians",181,609,0,0,179,7.91,0,India,https://h.cricapi.com/img/players/f236dae0-e7df-4084-a9b1-1bc3c7793f60.jpg,Bowler,24-12-1988,Left,Right
15,Bharat Chipli,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4157,"Royal Challengers Bangalore, Deccan Chargers, Delhi Capitals",23,280,0,1,0,20.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,27-01-1983,Right,Right
16,Siddharth Chitnis,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4042,"Mumbai Indians, Rajasthan Royals, Punjab Kings",11,99,0,0,2,10.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,06-05-1987,Right,Right
17,Akash Chopra,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3136,Kolkata Knight Riders,7,53,0,0,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,19-09-1977,Right,Right
18,Debabrata Das,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4056,Kolkata Knight Riders,31,304,0,0,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,22-09-1986,Right,Right
19,Halhadar Das,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4176,Deccan Chargers,1,2,0,0,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,WK-Batsman,10-12-1986,Right,Right
20,AB de Villiers,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3241,"Delhi Capitals, Royal Challengers Bangalore",184,5162,3,40,0,0.0,0,South Africa,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,WK-Batsman,17-02-1984,Right,Right
21,Pankaj Dharmani,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2668,Punjab Kings,1,0,0,0,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,27-09-1974,Right,Right
22,Shikhar Dhawan,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3832,"Delhi Capitals, Mumbai Indians, Deccan Chargers, Sunrisers Hyderabad, Punjab Kings",217,6617,2,50,4,8.25,0,India,https://h.cricapi.com/img/players/05bb5069-68d9-422d-9676-ba5656672227.jpg,Batsman,05-12-1985,Left,Right
23,MS Dhoni,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3243,"Chennai Super Kings, Rising Pune Supergiant",250,5082,0,24,0,0.0,0,India,https://h.cricapi.com/img/players/b6e7aa41-b0bb-4b0f-8f59-59f729283be5.jpg,WK-Batsman,07-07-1981,Right,Right
24,Tillakaratne Dilshan,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2197,"Delhi Capitals, Royal Challengers Bangalore",52,1153,0,9,5,8.45,0,Sri Lanka,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,14-10-1976,Right,Right
25,Ashok Dinda,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3740,"Kolkata Knight Riders, Delhi Capitals, Pune Warriors India, Royal Challengers Bangalore, Rising Pune Supergiant",78,26,0,0,69,8.2,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,25-03-1984,Right,Right
26,Rahul Dravid,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2060,"Royal Challengers Bangalore, Rajasthan Royals",89,2174,0,11,0,0.0,0,India,https://h.cricapi.com/img/players/ca0203eb-78b9-407d-963b-5d40f6588b80.jpg,Batsman,11-01-1973,Right,Right
27,Dilhara Fernando,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2223,Mumbai Indians,10,4,0,0,17,7.64,0,Sri Lanka,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,19-07-1979,Right,Right
28,Stephen Fleming,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=1977,Chennai Super Kings,10,196,0,0,0,0.0,0,New Zealand,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,01-04-1973,Left,Left
29,Gagandeep Singh,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4162,Punjab Kings,4,0,0,0,3,10.07,0,Bulgaria,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,21-11-1993,Right,Right
30,Gautam Gambhir,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3107,"Delhi Capitals, Kolkata Knight Riders",154,4217,0,36,0,0.0,0,India,https://h.cricapi.com/img/players/964ec028-1f17-4727-830c-78617b8de76b.jpg,Batsman,14-10-1981,Left,Right
31,Sourav Ganguly,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2059,"Kolkata Knight Riders, Pune Warriors India",59,1349,0,7,10,7.89,0,India,https://h.cricapi.com/img/players/bbf6c9b2-5744-43d7-b1ec-ef7efa23508a.jpg,Batsman,08-07-1972,Left,Right
32,Brett Geeves,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3615,Delhi Capitals,2,0,0,0,1,11.38,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,13-06-1982,Right,Right
33,Herschelle Gibbs,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2080,"Deccan Chargers, Mumbai Indians",36,886,0,6,0,0.0,0,South Africa,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,23-02-1974,Right,Right
34,Adam Gilchrist,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2192,"Deccan Chargers, Punjab Kings",80,2069,2,11,1,0.0,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,WK-Batsman,14-11-1971,Left,Right
35,Karan Goel,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4139,Punjab Kings,22,218,0,0,0,8.45,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,24-12-1986,Right,Right
36,Manpreet Gony,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3569,"Chennai Super Kings, Deccan Chargers, Punjab Kings, Gujarat Lions",44,99,0,0,37,8.7,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,04-01-1984,Right,Right
37,Shreevats Goswami,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4094,"Royal Challengers Bangalore, Kolkata Knight Riders, Rajasthan Royals, Sunrisers Hyderabad",31,293,0,1,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,WK-Batsman,18-05-1989,Left,Left
38,Harbhajan Singh,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2138,"Mumbai Indians, Chennai Super Kings, Kolkata Knight Riders",163,833,0,1,150,7.11,1,India,https://h.cricapi.com/img/players/8ccbcb5c-1031-442c-b0ee-153a2e49c44d.jpg,Bowler,03-07-1980,Right,Right
39,Matthew Hayden,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=1976,Chennai Super Kings,32,1107,0,8,0,0.0,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,29-10-1971,Left,Right
40,Brad Hodge,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3330,"Kolkata Knight Riders, Kochi Tuskers Kerala, Rajasthan Royals",66,1400,0,6,17,7.77,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,29-12-1974,Right,Right
41,James Hopes,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3273,"Punjab Kings, Delhi Capitals",21,417,0,4,14,9.13,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowling Allrounder,24-10-1978,Right,Right
42,David Hussey,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3595,"Kolkata Knight Riders, Punjab Kings, Chennai Super Kings",64,1322,0,5,8,8.97,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,15-07-1977,Right,Right
43,Michael Hussey,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3160,"Chennai Super Kings, Mumbai Indians",59,1977,1,15,0,0.0,0,Australia,https://h.cricapi.com/img/players/4a602c1e-051a-4d8b-97a9-b512ecbb4055.jpg,Batsman,27-05-1975,Left,Right
44,Iqbal Abdulla,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4057,"Kolkata Knight Riders, Rajasthan Royals, Royal Challengers Bangalore",49,88,0,0,40,7.23,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,02-12-1989,Left,Left
45,Ravindra Jadeja,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3644,"Rajasthan Royals, Kochi Tuskers Kerala, Chennai Super Kings, Gujarat Lions",226,2692,0,2,152,7.6,1,India,https://h.cricapi.com/img/players/81b446e1-bfea-45a7-a15e-062b8157a323.jpg,Bowling Allrounder,06-12-1988,Left,Left
46,Wasim Jaffer,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2208,Royal Challengers Bangalore,8,130,0,1,0,0.0,0,India,https://h.cricapi.com/img/players/861beb15-b78f-40e4-a64c-f2aa915d6710.jpg,Batsman,16-02-1978,Right,Right
47,Sanath Jayasuriya,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=0872,Mumbai Indians,30,768,1,4,13,7.73,0,Sri Lanka,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,30-06-1969,Left,Left
48,Mahela Jayawardene,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2104,"Punjab Kings, Kochi Tuskers Kerala, Delhi Capitals",80,1802,1,10,0,0.0,0,Sri Lanka,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,27-05-1977,Right,Right
49,Joginder Sharma,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3244,Chennai Super Kings,16,36,0,0,12,10.08,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,23-10-1983,Right,Right
50,Sunil Joshi,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2053,Royal Challengers Bangalore,4,6,0,0,1,8.95,0,India,https://h.cricapi.com/img/players/01fc6bf6-b874-40e7-bfa5-e809f28f360e.jpg,Bowling Allrounder,06-06-1970,Left,Left
51,Mohammad Kaif,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2213,"Rajasthan Royals, Punjab Kings, Royal Challengers Bangalore",29,259,0,0,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,01-12-1980,Right,Right
52,Jacques Kallis,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2043,"Royal Challengers Bangalore, Kolkata Knight Riders",98,2427,0,17,65,7.9,0,South Africa,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,16-10-1975,Right,Right
53,Doddapaneni Kalyankrishna,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4150,Deccan Chargers,3,3,0,0,2,10.88,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,16-12-1983,Right,Right
54,Kamran Akmal,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3056,Rajasthan Royals,6,128,0,1,0,0.0,0,Pakistan,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,WK-Batsman,13-01-1982,Right,Right
55,Chamara Kapugedera,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3340,Chennai Super Kings,5,16,0,0,0,17.29,0,Sri Lanka,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,24-02-1987,Right,Right
56,Dinesh Karthik,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3210,"Delhi Capitals, Punjab Kings, Mumbai Indians, Royal Challengers Bangalore, Gujarat Lions, Kolkata Knight Riders",242,4516,0,20,0,0.0,0,India,https://h.cricapi.com/img/players/b3d830d8-5349-407a-bc51-59f2d15a92de.jpg,WK-Batsman,01-06-1985,Right,Right
57,Murali Kartik,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2209,"Kolkata Knight Riders, Pune Warriors India, Royal Challengers Bangalore, Punjab Kings",56,113,0,0,31,7.24,0,India,https://h.cricapi.com/img/players/366f108e-32e0-419d-a5ca-ae220ac267b9.jpg,Bowler,11-09-1976,Left,Left
58,Simon Katich,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2743,Punjab Kings,11,241,0,2,0,0.0,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,21-08-1975,Left,Left
59,Uday Kaul,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4168,Punjab Kings,5,0,0,0,0,0.0,0,India,https://h.cricapi.com/img/players/37949e11-2939-4d27-bc03-877438c64518.jpg,WK-Batsman,02-12-1987,Left,Left
60,Zaheer Khan,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2245,"Royal Challengers Bangalore, Mumbai Indians, Delhi Capitals",100,117,0,0,102,7.59,0,India,https://h.cricapi.com/img/players/469321f1-c47f-4a86-83ca-a3110745fb69.jpg,Bowler,07-10-1978,Right,Left
61,Musavir Khote,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4144,Mumbai Indians,4,24,0,0,2,10.2,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,22-04-1980,Right,Right
62,Taruwar Kohli,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4151,"Rajasthan Royals, Punjab Kings",4,11,0,0,0,0.0,0,India,https://h.cricapi.com/img/players/e7a2018a-32da-4e88-bd35-5ad874781dae.jpg,Batting Allrounder,17-12-1988,Right,Right
63,Virat Kohli,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3600,Royal Challengers Bangalore,237,7263,7,50,4,8.8,0,India,https://h.cricapi.com/img/players/c61d247d-7f77-452c-b495-2813a9cd0ac4.jpg,Batsman,05-11-1988,Right,Right
64,Dhawal Kulkarni,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4066,"Mumbai Indians, Rajasthan Royals, Gujarat Lions",92,104,0,0,86,8.31,0,India,https://h.cricapi.com/img/players/bfdcce87-ac37-4843-b184-d41bb44f926b.jpg,Bowler,10-12-1988,Right,Right
65,Praveen Kumar,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3514,"Royal Challengers Bangalore, Punjab Kings, Mumbai Indians, Sunrisers Hyderabad, Gujarat Lions",119,340,0,0,90,7.73,0,India,https://h.cricapi.com/img/players/95b86c3b-770c-48b3-9a4e-f05da6023a7d.jpg,Bowler,02-10-1986,Right,Right
66,Anil Kumble,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=0962,Royal Challengers Bangalore,42,35,0,0,45,6.58,1,India,https://h.cricapi.com/img/players/1850b3bc-003c-4f35-976d-89a2ed72dbf6.jpg,Bowler,17-10-1970,Right,Right
67,VVS Laxman,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2079,"Deccan Chargers, Kochi Tuskers Kerala",20,282,0,1,0,0.0,0,India,https://h.cricapi.com/img/players/87d3ee92-f7da-481b-93b3-3747611182a0.jpg,Batsman,01-11-1974,Right,Right
68,Brett Lee,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2205,"Punjab Kings, Kolkata Knight Riders",38,124,0,0,25,7.51,0,Australia,https://h.cricapi.com/img/players/f83903c4-b65f-45d3-a393-bc2b64d29a23.jpg,Bowler,08-11-1976,Right,Right
69,Darren Lehmann,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2139,Rajasthan Royals,2,18,0,0,0,0.0,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,05-02-1970,Left,Left
70,Farveez Maharoof,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3171,Delhi Capitals,20,177,0,0,27,7.43,0,Sri Lanka,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,07-09-1984,Right,Right
71,Yo Mahesh,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4145,"Delhi Capitals, Chennai Super Kings",18,15,0,0,21,8.83,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowling Allrounder,21-12-1987,Right,Right
72,Mithun Manhas,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4080,"Delhi Capitals, Pune Warriors India, Chennai Super Kings",55,514,0,0,0,6.88,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,12-10-1979,Right,Right
73,Shaun Marsh,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3561,Punjab Kings,71,2477,1,20,0,0.0,0,Australia,https://h.cricapi.com/img/players/62120a58-6de0-4a53-9b5d-8bf64cbdfd23.jpg,Batsman,09-07-1983,Left,Left
74,Dimitri Mascarenhas,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3478,"Rajasthan Royals, Punjab Kings",13,79,0,0,19,6.94,1,England,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowling Allrounder,30-10-1977,Right,Right
75,Brendon McCullum,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3008,"Kolkata Knight Riders, Kochi Tuskers Kerala, Chennai Super Kings, Gujarat Lions, Royal Challengers Bangalore",109,2880,2,13,0,0.0,0,New Zealand,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,WK-Batsman,27-09-1981,Right,Right
76,Glenn McGrath,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=1133,Delhi Capitals,14,4,0,0,12,6.61,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,09-02-1970,Right,Right
77,Ajantha Mendis,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3545,"Kolkata Knight Riders, Pune Warriors India",10,3,0,0,8,7.13,0,Sri Lanka,https://h.cricapi.com/img/players/2f1211c1-4790-417a-afe5-97e42e63d045.jpg,Bowler,11-03-1985,Right,Right
78,Misbah-ul-Haq,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2262,Royal Challengers Bangalore,8,117,0,0,0,0.0,0,Pakistan,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,28-05-1974,Right,Right
79,Amit Mishra,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3108,"Delhi Capitals, Deccan Chargers, Sunrisers Hyderabad, Lucknow Super Giants",161,381,0,0,173,7.38,1,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,11-11-1991,Right,Right
80,Mohammad Asif,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3245,Delhi Capitals,8,3,0,0,8,9.25,0,Pakistan,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,20-12-1982,Left,Right
81,Mohammad Hafeez,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3101,Kolkata Knight Riders,8,64,0,0,2,6.8,0,Pakistan,https://h.cricapi.com/img/players/1dbfe78b-9aab-4135-8823-4f64d3149eb9.jpg,Batting Allrounder,17-10-1980,Right,Right
82,Albie Morkel,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3162,"Chennai Super Kings, Royal Challengers Bangalore, Delhi Capitals, Rising Pune Supergiant",91,974,0,3,85,8.21,0,South Africa,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,10-06-1981,Left,Right
83,Wilkin Mota,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4140,Punjab Kings,12,56,0,0,4,8.08,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,20-09-1981,Right,Right
84,Abhinav Mukund,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3864,"Chennai Super Kings, Royal Challengers Bangalore",3,19,0,0,0,0.0,0,India,https://h.cricapi.com/img/players/d8f99025-cead-45f7-9f84-69cc65370ad8.jpg,Batsman,06-01-1990,Left,Left
85,Muttiah Muralitharan,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=1234,"Chennai Super Kings, Kochi Tuskers Kerala, Royal Challengers Bangalore",66,20,0,0,63,6.63,0,Sri Lanka,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,17-04-1972,Right,Right
86,Abhishek Nayar,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3704,"Mumbai Indians, Punjab Kings, Pune Warriors India, Rajasthan Royals",60,672,0,0,9,8.44,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,08-10-1983,Left,Right
87,Ashish Nehra,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2168,"Mumbai Indians, Delhi Capitals, Pune Warriors India, Chennai Super Kings, Sunrisers Hyderabad",88,41,0,0,106,7.8,0,India,https://h.cricapi.com/img/players/a11b9eae-cbc3-42c6-9438-fa304b1eaba1.jpg,Bowler,29-04-1979,Right,Left
88,Andre Nel,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2970,Mumbai Indians,1,0,0,0,1,10.33,0,South Africa,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,15-07-1977,Right,Right
89,Ashley Noffke,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3531,Royal Challengers Bangalore,1,9,0,0,1,10.0,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,30-04-1977,Right,Right
90,Makhaya Ntini,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2137,Chennai Super Kings,9,11,0,0,7,6.91,0,South Africa,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,06-07-1977,Right,Right
91,Pragyan Ojha,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3574,"Deccan Chargers, Mumbai Indians",92,16,0,0,89,7.37,0,India,https://h.cricapi.com/img/players/ffbf3d72-1b7b-4581-9648-5adbaa4b4711.jpg,Bowler,05-09-1986,Left,Left
