,player_name,player_url,teams,matches_played,runs_scored,hundreds,fifties,wickets,economy_rate,five_wicket_hauls,player_country,player_image,player_role,player_DOB,player_bat_hand,player_bowl_hand
347,Tanmay Mishra,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3345,Deccan Chargers,1,0,0,0,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,22-12-1986,Right,Right
348,Sunil Narine,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3922,Kolkata Knight Riders,162,1046,0,4,163,6.73,1,West Indies,https://h.cricapi.com/img/players/ef2e9c01-41f2-4349-a945-45d8b11dbd19.jpg,Bowling Allrounder,26-05-1988,Left,Right
349,Pawan Negi,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4038,"Delhi Capitals, Chennai Super Kings, Royal Challengers Bangalore",50,365,0,0,34,7.87,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowling Allrounder,06-01-1993,Left,Left
350,Harshal Patel,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4125,"Royal Challengers Bangalore, Delhi Capitals",92,236,0,0,111,8.59,1,India,https://h.cricapi.com/img/players/15bccb4f-8c3c-4da6-acd9-551782278bfd.jpg,Bowler,23-11-1990,Right,Right
351,Robin Peterson,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3049,Mumbai Indians,5,32,0,0,3,8.75,0,South Africa,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowling Allrounder,04-08-1979,Left,Left
352,Veer Pratap Singh,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4110,Deccan Chargers,9,0,0,0,10,8.71,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,03-05-1992,Right,Right
353,Akshath Reddy,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4113,"Deccan Chargers, Sunrisers Hyderabad",12,164,0,0,0,0.0,0,India,https://h.cricapi.com/img/players/7444c08a-8c4f-46ba-bc8b-ef4cfe96849d.jpg,Batsman,11-02-1991,Right,Right
354,Andre Russell,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3836,"Delhi Capitals, Kolkata Knight Riders",112,2262,0,10,96,9.27,1,West Indies,https://h.cricapi.com/img/players/effbb8f2-affa-4d18-93c5-285b243f88d0.jpg,Bowling Allrounder,29-04-1988,Right,Right
355,Nitin Saini,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4047,Punjab Kings,10,140,0,1,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,WK-Batsman,28-10-1988,Right,Right
356,Biplab Samantray,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4114,"Deccan Chargers, Sunrisers Hyderabad",9,125,0,1,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,14-12-1988,Right,Right
357,Marlon Samuels,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=2255,"Pune Warriors India, Delhi Capitals",15,161,0,0,9,7.96,0,West Indies,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,05-02-1981,Right,Right
358,Rahul Shukla,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4100,"Mumbai Indians, Rajasthan Royals, Delhi Capitals",7,19,0,0,5,10.4,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,28-08-1990,Right,Right
359,Steve Smith,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3756,"Pune Warriors India, Rajasthan Royals, Rising Pune Supergiant, Delhi Capitals",103,2485,1,11,0,15.0,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,02-06-1989,Right,Right
360,TP Sudhindra,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4210,Deccan Chargers,3,0,0,0,1,11.66,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,24-04-1984,Left,Right
361,Sunny Gupta,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4213,Delhi Capitals,1,0,0,0,0,15.67,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowling Allrounder,27-09-1988,Right,Right
362,Krishnakant Upadhyay,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4087,Pune Warriors India,3,12,0,0,0,9.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,18-06-1986,Right,Right
363,Luke Wright,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3499,Pune Warriors India,7,106,0,0,2,10.48,0,England,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowling Allrounder,07-03-1985,Right,Right
364,Suryakumar Yadav,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4073,"Mumbai Indians, Kolkata Knight Riders",139,3249,1,21,0,7.25,0,India,https://h.cricapi.com/img/players/8c579447-bfbd-4cf6-a283-db4dc1d5ac33.jpg,Batsman,14-09-1990,Right,Right
365,Samuel Badree,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3959,"Rajasthan Royals, Chennai Super Kings, Royal Challengers Bangalore",12,13,0,0,11,7.42,0,West Indies,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,09-03-1981,Right,Right
366,Udit Birla,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4075,Pune Warriors India,2,7,0,0,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,17-11-1989,Right,Right
367,Jasprit Bumrah,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4062,Mumbai Indians,120,57,0,0,145,7.4,1,India,https://h.cricapi.com/img/players/6602d875-cf56-46a3-866c-de80aaa006bc.jpg,Bowler,06-12-1993,Right,Right
368,Yuzvendra Chahal,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4063,"Mumbai Indians, Royal Challengers Bangalore, Rajasthan Royals",145,37,0,0,187,7.67,1,India,https://h.cricapi.com/img/players/0d704a13-518a-40a7-bb93-0fc0d92af9e2.jpg,Bowler,23-07-1990,Right,Right
369,Nathan Coulter-Nile,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4001,"Mumbai Indians, Delhi Capitals, Kolkata Knight Riders, Rajasthan Royals",39,82,0,0,48,7.7,0,Australia,https://h.cricapi.com/img/players/1cac3929-b669-4ff1-afc4-d000cc6dcdc9.jpg,Bowler,11-10-1987,Right,Right
370,Quinton de Kock,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3988,"Sunrisers Hyderabad, Delhi Capitals, Royal Challengers Bangalore, Mumbai Indians, Lucknow Super Giants",96,2907,2,20,0,0.0,0,South Africa,https://h.cricapi.com/img/players/000f9f7c-cc24-4a85-8638-b013b0f4760e.jpg,WK-Batsman,17-12-1992,Left,Left
371,Rishi Dhawan,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4064,"Mumbai Indians, Punjab Kings",38,210,0,0,25,7.98,0,India,https://h.cricapi.com/img/players/0cd26e8a-357c-49b2-8e4d-4335f05ba8c0.jpg,Bowling Allrounder,19-02-1990,Right,Right
372,CM Gautam,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4032,"Delhi Capitals, Mumbai Indians",13,169,0,0,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,WK-Batsman,08-03-1986,Right,Right
373,Jason Holder,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3998,"Chennai Super Kings, Sunrisers Hyderabad, Kolkata Knight Riders, Lucknow Super Giants, Rajasthan Royals",46,259,0,0,53,8.81,0,West Indies,https://h.cricapi.com/img/players/f8e6accd-6b73-4869-93a6-d45519a361f0.jpg,Bowling Allrounder,05-11-1991,Right,Right
374,Mitchell Johnson,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3334,"Mumbai Indians, Punjab Kings, Kolkata Knight Riders",54,160,0,0,61,8.29,0,Australia,https://h.cricapi.com/img/players/d6855457-1c07-4aef-ab20-bf30ae24a0aa.jpg,Bowler,02-11-1981,Left,Left
375,Manprit Juneja,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4029,Delhi Capitals,7,125,0,0,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,12-09-1990,Right,Right
376,Siddarth Kaul,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4034,"Delhi Capitals, Sunrisers Hyderabad, Royal Challengers Bangalore",55,20,0,0,58,8.63,0,India,https://h.cricapi.com/img/players/288e0b8f-8e00-4e49-9deb-ea710de4e624.jpg,Bowler,19-05-1990,Right,Right
377,Ben Laughlin,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3657,"Chennai Super Kings, Rajasthan Royals",9,5,0,0,10,10.13,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,03-10-1982,Right,Right
378,Jeevan Mendis,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3787,Delhi Capitals,3,23,0,0,1,7.2,0,Sri Lanka,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowling Allrounder,15-01-1983,Left,Right
379,Mohammed Shami,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3993,"Kolkata Knight Riders, Delhi Capitals, Punjab Kings, Gujarat Titans",110,74,0,0,127,8.44,0,India,https://h.cricapi.com/img/players/11d06633-aa20-469c-8fbb-676a1ae33eed.jpg,Bowler,03-09-1990,Right,Right
380,Chris Morris,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3989,"Chennai Super Kings, Rajasthan Royals, Delhi Capitals, Royal Challengers Bangalore",81,618,0,2,95,8.01,0,South Africa,https://h.cricapi.com/img/players/108d1b38-2820-4cb4-a2c9-1b122490dfb3.jpg,Bowling Allrounder,30-04-1987,Right,Right
381,Karun Nair,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4123,"Royal Challengers Bangalore, Rajasthan Royals, Delhi Capitals, Punjab Kings",76,1496,0,10,0,0.0,0,India,https://h.cricapi.com/img/players/367b54a9-80a5-40f6-bed6-086bbcd90899.jpg,Batsman,06-12-1991,Right,Right
382,Michael Neser,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4201,Punjab Kings,1,0,0,0,0,15.5,0,Australia,https://h.cricapi.com/img/players/c16847d5-6ab3-4e3b-9190-3c6bc6ffed1d.jpg,Bowling Allrounder,29-03-1990,Right,Right
383,Ishwar Pandey,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4082,"Pune Warriors India, Chennai Super Kings",25,0,0,0,18,7.68,0,India,https://h.cricapi.com/img/players/bd8b962a-cb56-468b-87e8-ac97b101d7a1.jpg,Bowler,15-08-1989,Right,Right
384,Parvez Rasool,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4311,"Pune Warriors India, Sunrisers Hyderabad, Royal Challengers Bangalore",11,17,0,0,4,8.21,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowling Allrounder,13-02-1989,Right,Right
385,Kusal Perera,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3994,Rajasthan Royals,2,14,0,0,0,0.0,0,Sri Lanka,https://h.cricapi.com/img/players/0385f3ef-2f75-48fc-bf18-7fc8b173cef1.jpg,WK-Batsman,17-08-1990,Left,Left
386,KL Rahul,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4137,"Royal Challengers Bangalore, Sunrisers Hyderabad, Punjab Kings, Lucknow Super Giants",118,4163,4,33,0,0.0,0,India,https://h.cricapi.com/img/players/a034346c-b408-4d29-a0f0-8b12430be28e.jpg,WK-Batsman,18-04-1992,Right,Right
387,Ankit Rajpoot,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4216,"Chennai Super Kings, Kolkata Knight Riders, Punjab Kings, Rajasthan Royals",29,26,0,0,24,9.18,1,India,https://h.cricapi.com/img/players/a5faf220-adfd-47a2-95a2-601004cf754d.jpg,Bowler,04-12-1993,Right,Right
388,Ravi Rampaul,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3149,Royal Challengers Bangalore,12,51,0,0,14,6.82,0,West Indies,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,15-10-1984,Left,Right
389,Kane Richardson,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3996,"Pune Warriors India, Rajasthan Royals, Royal Challengers Bangalore",15,36,0,0,19,8.47,0,Australia,https://h.cricapi.com/img/players/67b145ea-3419-46db-acf4-35e8cac24f87.jpg,Bowler,12-02-1991,Right,Right
390,Ben Rohrer,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4000,Delhi Capitals,8,193,0,1,0,12.0,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,26-03-1981,Left,Left
391,Sachin Baby,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4098,"Rajasthan Royals, Royal Challengers Bangalore",19,144,0,0,2,4.8,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,18-12-1988,Left,Right
392,Daren Sammy,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3228,"Sunrisers Hyderabad, Royal Challengers Bangalore",22,295,0,1,11,8.9,0,West Indies,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,20-12-1983,Right,Right
393,Sanju Samson,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4099,"Rajasthan Royals, Delhi Capitals",152,3888,3,20,0,0.0,0,India,https://h.cricapi.com/img/players/35ed1b20-38f3-4013-be2e-dc28ffbecfd6.jpg,WK-Batsman,11-11-1994,Right,Right
394,Sandeep Sharma,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4048,"Punjab Kings, Sunrisers Hyderabad, Rajasthan Royals",116,54,0,0,124,7.86,0,India,https://h.cricapi.com/img/players/3f18b02d-0e1a-49be-aec4-c2fc11503505.jpg,Bowler,18-05-1993,Right,Right
395,Thalaivan Sargunam,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4116,Sunrisers Hyderabad,1,10,0,0,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,15-05-1985,Right,Right
396,Sachithra Senanayake,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3928,Kolkata Knight Riders,8,10,0,0,9,6.53,0,Sri Lanka,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,09-02-1985,Right,Right
397,Mohit Sharma,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4028,"Chennai Super Kings, Punjab Kings, Delhi Capitals, Gujarat Titans",100,122,0,0,119,8.41,1,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,19-12-1991,Left,Left
398,Pawan Suyal,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4071,Mumbai Indians,5,0,0,0,2,9.44,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,15-10-1989,Right,Left
399,Pravin Tambe,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4118,"Rajasthan Royals, Gujarat Lions",33,18,0,0,28,7.75,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,08-10-1971,Right,Right
400,Hanuma Vihari,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4117,"Sunrisers Hyderabad, Delhi Capitals",24,284,0,0,1,6.71,0,India,https://h.cricapi.com/img/players/6a984ba6-54af-4374-866f-0bc4608f2bf5.jpg,Batting Allrounder,13-10-1993,Right,Right
401,Manan Vohra,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4052,"Punjab Kings, Royal Challengers Bangalore, Rajasthan Royals, Lucknow Super Giants",56,1083,0,3,0,0.0,0,India,https://h.cricapi.com/img/players/375821ed-88eb-42be-87a7-ead0a4308529.jpg,Batsman,18-07-1993,Right,Right
402,Corey Anderson,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3983,"Mumbai Indians, Delhi Capitals, Royal Challengers Bangalore",30,538,0,3,11,10.46,0,New Zealand,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batting Allrounder,13-12-1990,Left,Left
403,Pat Cummins,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3909,"Kolkata Knight Riders, Delhi Capitals",42,379,0,3,45,8.54,0,Australia,https://h.cricapi.com/img/players/13b3d56e-0fba-4d31-a174-d211211404e2.jpg,Bowler,08-05-1993,Right,Right
404,Ben Cutting,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3995,"Rajasthan Royals, Sunrisers Hyderabad, Mumbai Indians",21,238,0,0,10,9.16,0,Australia,https://h.cricapi.com/img/players/4d574b49-44d5-4c81-aaaa-4ce2b0eacf14.jpg,Bowling Allrounder,30-01-1987,Right,Right
405,Ben Dunk,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4337,Mumbai Indians,3,40,0,0,0,0.0,0,Australia,https://h.cricapi.com/img/players/aa1d58d2-b9ba-4a5f-b51a-7aede54f132c.jpg,WK-Batsman,11-03-1987,Left,Right
406,Shreyas Gopal,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4378,"Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad",49,180,0,0,49,8.14,0,India,https://h.cricapi.com/img/players/b65be7fe-33cd-41d1-b601-31f25b4f72a4.jpg,Bowling Allrounder,04-09-1993,Right,Right
407,John Hastings,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3831,"Chennai Super Kings, Kolkata Knight Riders",3,0,0,0,3,6.83,0,Australia,https://h.cricapi.com/img/players/ce4af59c-8ebd-4ae7-87c5-85a5299edb24.jpg,Bowling Allrounder,04-11-1985,Right,Right
408,Beuran Hendricks,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4273,Punjab Kings,7,1,0,0,9,9.4,0,South Africa,https://h.cricapi.com/img/players/f9267401-81bf-4a02-b500-a6133712b596.jpg,Bowler,08-06-1990,Left,Left
409,Imran Tahir,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3850,"Delhi Capitals, Rising Pune Supergiant, Chennai Super Kings",59,33,0,0,82,7.76,0,South Africa,https://h.cricapi.com/img/players/f9267401-81bf-4a02-b500-a6133712b596.jpg,Bowler,27-03-1979,Right,Right
410,Karanveer Singh,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4303,Punjab Kings,9,12,0,0,12,9.44,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,08-11-1987,Right,Right
411,Nic Maddinson,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4244,Royal Challengers Bangalore,3,20,0,0,0,0.0,0,Australia,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,21-12-1991,Left,Left
412,James Neesham,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3986,"Delhi Capitals, Punjab Kings, Mumbai Indians, Rajasthan Royals",14,92,0,0,8,9.28,0,New Zealand,https://h.cricapi.com/img/players/f8fdffff-13a9-4c84-939d-f5db814519cc.jpg,Batting Allrounder,17-09-1990,Left,Right
413,Axar Patel,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4310,"Punjab Kings, Delhi Capitals",136,1418,0,1,112,7.24,0,India,https://h.cricapi.com/img/players/670ae8ac-4fe9-4f0c-84ee-320b13039f34.jpg,Bowling Allrounder,20-01-1994,Left,Left
414,Rilee Rossouw,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4321,"Royal Challengers Bangalore, Delhi Capitals",14,262,0,1,0,0.0,0,South Africa,https://h.cricapi.com/img/players/347b673e-6aac-4f03-bcfe-3b988347b345.jpg,Batsman,09-10-1989,Left,Right
415,Krishmar Santokie,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3907,Mumbai Indians,2,0,0,0,3,11.25,0,West Indies,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,20-12-1984,Left,Left
416,Vijay Shankar,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4027,"Chennai Super Kings, Sunrisers Hyderabad, Delhi Capitals, Gujarat Titans",65,1032,0,6,9,8.67,0,India,https://h.cricapi.com/img/players/de60a340-5eb8-4160-861e-182aafd279c5.jpg,Batting Allrounder,26-01-1991,Right,Right
417,Shivam Sharma,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4377,Punjab Kings,5,5,0,0,4,8.68,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,14-11-1995,Right,Left
418,Lendl Simmons,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3447,Mumbai Indians,29,1079,1,11,1,11.33,0,West Indies,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,25-01-1985,Right,Right
419,Mitchell Starc,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3830,Royal Challengers Bangalore,27,96,0,0,34,7.17,0,Australia,https://h.cricapi.com/img/players/bceb7084-1dda-4d76-b691-43c5a29d39a7.jpg,Bowler,30-01-1990,Left,Left
420,Rahul Tewatia,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4379,"Rajasthan Royals, Punjab Kings, Delhi Capitals, Gujarat Titans",81,825,0,1,32,7.91,0,India,https://h.cricapi.com/img/players/085d49b0-d5e5-4fc5-955b-39758a134545.jpg,Batting Allrounder,20-05-1993,Left,Right
421,Vijay Zol,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4129,Royal Challengers Bangalore,3,29,0,0,0,0.0,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Batsman,23-11-1994,Left,Right
422,Sean Abbott,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4331,"Royal Challengers Bangalore, Sunrisers Hyderabad",3,22,0,0,1,11.56,0,Australia,https://h.cricapi.com/img/players/e4a9da20-15ca-4b1b-bb5d-044beb161ea8.jpg,Bowling Allrounder,29-02-1992,Right,Right
423,Trent Boult,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3924,"Sunrisers Hyderabad, Kolkata Knight Riders, Delhi Capitals, Mumbai Indians, Rajasthan Royals",88,69,0,0,105,8.29,0,New Zealand,https://h.cricapi.com/img/players/6004fd3f-2264-470d-b39f-340d530b19b3.jpg,Bowler,22-07-1989,Right,Left
424,KC Cariappa,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4394,"Kolkata Knight Riders, Punjab Kings, Rajasthan Royals",11,24,0,0,8,9.67,0,India,https://h.cricapi.com/img/players/5eee9bae-6aff-4088-bbf4-93837d0250b0.jpg,Bowler,13-04-1994,Right,Right
425,Deepak Hooda,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4404,"Rajasthan Royals, Sunrisers Hyderabad, Punjab Kings, Lucknow Super Giants",107,1320,0,7,10,8.6,0,India,https://h.cricapi.com/img/players/47109b0d-51f0-4a49-931e-e31bf77e69f5.jpg,Batting Allrounder,19-04-1995,Right,Right
426,Shreyas Iyer,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4387,"Delhi Capitals, Kolkata Knight Riders",101,2776,0,19,0,7.0,0,India,https://h.cricapi.com/img/players/77791963-6c1b-4979-b07a-f910dee28cd9.jpg,Batsman,06-12-1994,Right,Right
427,Sarfaraz Khan,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4408,"Royal Challengers Bangalore, Punjab Kings, Delhi Capitals",50,585,0,1,0,18.0,0,India,https://h.cricapi.com/img/players/ec1b806b-de33-4b79-b3ba-8a5ad78df163.jpg,WK-Batsman,22-10-1997,Right,Right
428,Mitchell McClenaghan,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=3984,Mumbai Indians,56,91,0,0,71,8.49,0,New Zealand,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,11-06-1986,Left,Left
429,Ronit More,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4026,Chennai Super Kings,2,2,0,0,1,10.11,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,02-02-1992,Right,Right
430,Domnic Muthuswami,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4411,Delhi Capitals,6,1,0,0,4,7.21,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,09-03-1981,Right,Right
431,Hardik Pandya,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4399,"Mumbai Indians, Gujarat Titans",123,2309,0,10,53,8.8,0,India,https://h.cricapi.com/img/players/a90b2371-5c53-4c29-a382-9b52d40a7548.jpg,Batting Allrounder,11-10-1993,Right,Right
432,Gurinder Sandhu,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4374,Delhi Capitals,3,0,0,0,1,10.25,0,Australia,https://h.cricapi.com/img/players/7ee973e6-6bac-4c60-ac5c-21ec44ddaaab.jpg,Bowler,14-06-1993,Left,Right
433,Barinder Sran,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4512,"Rajasthan Royals, Sunrisers Hyderabad, Punjab Kings, Mumbai Indians",24,10,0,0,18,9.4,0,India,https://us.v-cdn.net/6022045/uploads/defaultavatar.png,Bowler,10-12-1992,Left,Left
434,Jagadeesha Suchith,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4401,"Mumbai Indians, Delhi Capitals, Sunrisers Hyderabad",22,70,0,0,19,8.6,0,India,https://h.cricapi.com/img/players/5a00067d-a853-476d-9cac-44e2b7ad14a6.jpg,Bowler,16-01-1994,Left,Left
435,Shardul Thakur,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4393,"Punjab Kings, Rising Pune Supergiant, Chennai Super Kings, Delhi Capitals, Kolkata Knight Riders",86,286,0,1,89,9.16,0,India,https://h.cricapi.com/img/players/c1257351-51ca-446f-b7f5-01fe92e75076.jpg,Bowler,16-10-1991,Right,Right
436,David Wiese,http://www.howstat.com/cricket/statistics/IPL/PlayerOverview.asp?PlayerID=4228,"Royal Challengers Bangalore, Kolkata Knight Riders",18,148,0,0,16,8.92,0,Namibia,https://h.cricapi.com/img/players/4cea6e1d-5808-466b-9a8c-74fc324efb75.jpg,Batting Allrounder,18-05-1985,Right,Right
